CustomerID,Recency,Frequency,Monetary,Segment,Cluster_Name
12434,85,2,806.14,Cant Lose Them,
12435,80,2,7829.89,Cant Lose Them,
12436,100,1,509.01,Cant Lose Them,Churned
12437,2,18,4951.41,Champions,Frequent Buyers
12438,14,2,2906.85,New Customers,
12441,367,1,173.55,Lost,Churned
12442,3,1,172.06,New Customers,Regular
12444,21,5,5005.46,Champions,Frequent Buyers
12445,22,1,133.4,New Customers,Regular
12446,58,1,1002.3100000000001,Others,Churned
12447,243,1,476.49,Lost,Churned
12448,44,1,449.45,Others,Churned
12449,22,4,4067.29,Champions,
12450,156,2,197.88,Lost,Churned
12451,11,5,9035.52,Champions,Frequent Buyers
12452,17,2,430.57,New Customers,Regular
12453,134,1,707.09,Cant Lose Them,Churned
12454,56,1,3528.34,Others,
12455,73,6,2466.86,At Risk,
12456,44,3,3181.04,Loyal Customers,
12457,66,7,2363.23,Loyal Customers,
12458,71,2,947.4,Others,
12461,94,2,826.88,Cant Lose Them,
12462,19,2,1189.59,New Customers,Regular
12463,53,4,1344.78,Loyal Customers,
12464,10,8,1212.05,Champions,Frequent Buyers
12465,17,2,742.1899999999999,New Customers,Regular
12468,188,2,729.5400000000001,Cant Lose Them,Churned
12471,2,30,19824.05,Champions,Frequent Buyers
12472,32,7,6572.11,Champions,Frequent Buyers
12473,29,5,3938.5499999999997,Champions,
12474,17,18,7375.79,Champions,Frequent Buyers
12475,54,1,723.38,Others,Churned
12476,16,11,6816.42,Champions,Frequent Buyers
12477,23,6,13219.74,Champions,Frequent Buyers
12478,4,1,680.99,New Customers,Regular
12479,11,1,527.2,New Customers,Regular
12480,28,4,3281.63,Champions,
12481,23,10,5596.32,Champions,Frequent Buyers
12483,17,8,2484.98,Champions,Frequent Buyers
12484,33,6,4541.72,Champions,
12488,10,3,1298.66,Loyal Customers,Regular
12489,336,1,334.93,Lost,Churned
12490,5,10,5417.93,Champions,Frequent Buyers
12491,39,1,460.40000000000003,Others,Regular
12492,63,2,263.21000000000004,Others,Churned
12493,166,2,433.74,Lost,Churned
12494,16,7,1246.1000000000001,Champions,
12497,82,1,1043.1,Cant Lose Them,Churned
12498,21,3,403.70000000000005,Potential Loyalists,Regular
12500,23,11,4257.82,Champions,Frequent Buyers
12501,337,1,2169.39,Cant Lose Them,Churned
12502,96,5,3723.87,At Risk,
12504,18,2,482.04999999999995,New Customers,Regular
12506,233,1,73.5,Lost,Churned
12507,134,3,1304.81,At Risk,
12508,26,2,398.27,New Customers,Regular
12509,284,1,176.5,Lost,Churned
12510,143,2,982.5699999999999,Cant Lose Them,
12512,66,2,138.03,Others,Churned
12513,113,1,612.29,Cant Lose Them,Churned
12514,267,1,1017.68,Cant Lose Them,Churned
12515,353,1,383.7,Lost,Churned
12516,78,2,1312.06,Cant Lose Them,
12517,28,5,2502.84,Champions,
12518,1,5,2056.89,Champions,Frequent Buyers
12519,64,1,340.84,Others,Churned
12520,79,5,2634.26,At Risk,
12521,143,1,599.68,Cant Lose Them,Churned
12522,39,2,192.72,Others,Regular
12523,19,11,1789.77,Champions,Frequent Buyers
12524,9,8,4485.72,Champions,Frequent Buyers
12526,1,3,1316.66,Loyal Customers,Regular
12527,82,3,348.71000000000004,Others,Churned
12528,9,6,1933.48,Champions,Frequent Buyers
12530,60,4,1662.28,Loyal Customers,
12531,15,1,125.22,New Customers,Regular
12532,30,1,349.83000000000004,New Customers,Regular
12534,131,1,1089.18,Cant Lose Them,Churned
12535,92,2,716.35,Cant Lose Them,
12536,43,3,12601.830000000002,Loyal Customers,
12538,29,1,363.95,New Customers,Regular
12539,22,4,5568.35,Champions,
12540,20,17,13400.24,Champions,Frequent Buyers
12541,30,3,981.18,Loyal Customers,
12544,36,1,372.7,Others,Regular
12545,75,2,1000.39,Cant Lose Them,
12546,47,2,1161.5,Others,
12547,198,2,207.79999999999998,Lost,Churned
12548,166,1,95.19999999999999,Lost,Churned
12550,79,1,964.83,Cant Lose Them,Churned
12551,358,1,168.0,Lost,Churned
12552,39,2,437.82,Others,Regular
12553,8,10,3692.28,Champions,Frequent Buyers
12556,50,2,603.71,Others,Regular
12557,16,5,11990.960000000001,Champions,Frequent Buyers
12558,8,1,269.96,New Customers,Regular
12559,311,2,561.71,Cant Lose Them,Churned
12560,5,3,2134.01,Loyal Customers,Regular
12561,303,1,238.85,Lost,Churned
12562,8,7,3781.7400000000002,Champions,Frequent Buyers
12564,261,1,456.9,Lost,Churned
12565,289,1,145.92,Lost,Churned
12566,86,1,351.65,Lost,Churned
12567,23,10,9401.28,Champions,Frequent Buyers
12569,2,32,4124.69,Champions,Frequent Buyers
12571,40,2,519.61,Others,Regular
12572,9,2,1020.42,New Customers,Regular
12573,227,1,160.54000000000002,Lost,Churned
12574,316,1,218.45,Lost,Churned
12576,36,5,1315.83,Loyal Customers,
12577,35,3,657.8,Loyal Customers,
12578,21,2,2794.51,New Customers,
12579,78,1,440.42,Lost,Churned
12580,247,1,415.7,Lost,Churned
12581,40,1,197.71,Others,Churned
12582,239,2,511.36,Cant Lose Them,Churned
12583,3,15,7281.38,Champions,Frequent Buyers
12584,4,9,2338.15,Champions,Frequent Buyers
12585,234,2,2040.1,Cant Lose Them,
12586,17,1,196.94000000000003,New Customers,Regular
12587,8,1,144.0,New Customers,Regular
12588,39,1,214.89999999999998,Others,Churned
12589,29,2,646.68,New Customers,Regular
12590,211,2,9864.26,Cant Lose Them,
12591,317,1,452.84999999999997,Lost,Churned
12592,92,2,437.6,Lost,Churned
12593,109,3,418.09999999999997,Others,Churned
12594,38,10,3338.2200000000003,Loyal Customers,Frequent Buyers
12596,51,2,618.27,Others,
12597,19,4,3811.22,Champions,
12598,10,8,3023.08,Champions,Frequent Buyers
12599,29,7,1032.58,Champions,
12600,29,10,2599.04,Champions,Frequent Buyers
12601,190,5,577.0600000000001,At Risk,
12602,59,1,153.12,Others,Churned
12603,22,1,739.1999999999999,New Customers,Regular
12604,79,2,254.18,Lost,Churned
12607,60,1,1579.51,Others,
12609,78,3,1126.85,At Risk,
12610,23,5,2099.54,Champions,
12611,52,1,1193.32,Others,
12612,74,1,704.0400000000001,Cant Lose Them,Churned
12613,57,5,3344.38,Loyal Customers,
12614,278,1,315.6,Lost,Churned
12615,2,4,2291.19,Champions,Frequent Buyers
12616,95,2,713.3,Cant Lose Them,Churned
12617,29,1,355.53,New Customers,Regular
12618,22,1,177.31,New Customers,Regular
12619,16,9,3641.24,Champions,Frequent Buyers
12620,15,3,1339.41,Loyal Customers,
12621,2,20,13689.67,Champions,Frequent Buyers
12622,232,1,180.1,Lost,Churned
12623,276,1,305.1,Lost,Churned
12624,106,2,641.13,Cant Lose Them,Churned
12625,212,2,2683.82,Cant Lose Them,
12626,23,9,6620.48,Champions,Frequent Buyers
12627,11,7,4478.53,Champions,Frequent Buyers
12628,4,3,786.46,Loyal Customers,Regular
12630,10,2,1270.88,New Customers,Regular
12631,57,1,640.5,Others,Churned
12633,59,4,2163.98,Loyal Customers,
12635,90,2,1689.18,Cant Lose Them,
12637,67,8,6021.9,Loyal Customers,
12638,33,1,671.69,New Customers,Regular
12639,239,1,486.1,Lost,Churned
12640,24,3,1174.58,Loyal Customers,
12641,115,1,185.9,Lost,Churned
12642,25,3,1013.26,Loyal Customers,
12643,128,6,3344.64,At Risk,
12644,130,1,477.91,Lost,Churned
12645,34,4,1775.18,Loyal Customers,
12646,5,2,1346.97,New Customers,Regular
12647,22,12,3722.82,Champions,Frequent Buyers
12648,155,1,318.05,Lost,Churned
12649,107,3,623.51,At Risk,
12650,3,1,314.44,New Customers,Regular
12651,335,1,114.0,Lost,Churned
12652,331,1,919.98,Cant Lose Them,Churned
12653,149,2,2209.85,Cant Lose Them,
12654,11,5,601.98,Loyal Customers,Regular
12656,17,5,4051.17,Champions,Frequent Buyers
12657,11,4,1643.18,Champions,
12658,19,1,686.05,New Customers,Regular
12659,30,1,91.68,New Customers,Churned
12660,11,1,245.1,New Customers,Regular
12662,1,11,3849.78,Champions,Frequent Buyers
12664,8,9,4881.88,Champions,Frequent Buyers
12665,325,1,63.0,Lost,Churned
12667,58,1,620.13,Others,Churned
12668,12,4,3807.15,Champions,Frequent Buyers
12669,151,3,2744.0299999999997,At Risk,
12670,10,5,2996.05,Champions,Frequent Buyers
12672,330,1,225.89999999999998,Lost,Churned
12673,5,2,610.52,New Customers,Regular
12674,39,4,1970.6,Loyal Customers,
12676,25,6,1331.39,Champions,
12678,42,12,17628.46,Loyal Customers,Frequent Buyers
12679,59,4,1113.02,Loyal Customers,
12680,1,4,862.81,Loyal Customers,Regular
12681,15,22,13787.54,Champions,Frequent Buyers
12682,4,31,12288.22,Champions,Frequent Buyers
12683,4,15,8476.57,Champions,Frequent Buyers
12684,8,7,2283.63,Champions,Frequent Buyers
12685,28,6,2863.08,Champions,
12686,372,1,89.14,Lost,Churned
12688,114,1,4873.8099999999995,Cant Lose Them,
12689,26,2,1247.61,New Customers,
12690,206,1,389.01,Lost,Churned
12691,28,6,1035.8,Champions,
12693,127,4,855.91,At Risk,
12694,70,2,869.67,Others,
12695,7,4,582.1,Loyal Customers,Regular
12697,29,3,957.59,Loyal Customers,
12700,8,4,4939.99,Champions,Frequent Buyers
12701,80,2,797.71,Cant Lose Them,
12702,20,1,219.0,New Customers,Regular
12703,71,1,283.55,Others,Churned
12704,7,8,2340.84,Champions,Frequent Buyers
12705,15,9,6868.29,Champions,Frequent Buyers
12707,292,1,603.42,Cant Lose Them,Churned
12708,30,10,2712.91,Champions,Frequent Buyers
12709,15,15,9736.52,Champions,Frequent Buyers
12710,97,3,1149.02,At Risk,
12712,29,13,4396.13,Champions,Frequent Buyers
12713,1,1,848.55,New Customers,Regular
12714,9,5,4708.86,Champions,Frequent Buyers
12715,106,1,353.86,Lost,Churned
12716,4,2,1053.49,New Customers,Regular
12717,151,2,1030.98,Cant Lose Them,
12718,71,1,238.25,Others,Churned
12719,5,2,644.95,New Customers,Regular
12720,3,25,5781.73,Champions,Frequent Buyers
12721,32,6,2656.13,Champions,
12722,85,4,997.63,At Risk,
12723,4,5,725.07,Loyal Customers,Regular
12724,5,4,1031.41,Champions,Regular
12725,371,1,427.8,Lost,Churned
12726,28,7,2609.1,Champions,
12727,11,7,3980.7,Champions,Frequent Buyers
12728,71,4,836.33,Loyal Customers,
12729,114,1,453.01,Lost,Churned
12731,24,12,18895.91,Champions,Frequent Buyers
12732,180,1,236.26000000000002,Lost,Churned
12733,234,1,383.95,Lost,Churned
12734,353,1,110.39999999999999,Lost,Churned
12735,315,2,779.5699999999999,Cant Lose Them,Churned
12736,333,1,234.0,Lost,Churned
12738,372,1,155.35,Lost,Churned
12739,78,2,1013.04,Cant Lose Them,
12740,64,1,427.6,Others,Churned
12743,134,2,546.43,Cant Lose Them,Churned
12744,52,7,21279.29,Loyal Customers,Frequent Buyers
12747,2,11,4196.01,Champions,Frequent Buyers
12748,1,209,33719.73,Champions,Frequent Buyers
12749,4,5,4090.88,Champions,Frequent Buyers
12750,129,1,275.88,Lost,Churned
12752,81,1,4366.78,Cant Lose Them,
12753,23,6,21429.39,Champions,Frequent Buyers
12754,236,3,3010.74,At Risk,
12755,281,2,3811.95,Cant Lose Them,
12756,87,1,112.07999999999998,Lost,Churned
12757,16,13,7857.1,Champions,Frequent Buyers
12758,117,2,2791.59,Cant Lose Them,
12759,52,3,1531.44,Loyal Customers,
12762,8,2,1898.52,New Customers,Regular
12763,138,2,494.08,Cant Lose Them,Churned
12764,317,1,1693.88,Cant Lose Them,Churned
12766,4,7,6989.63,Champions,Frequent Buyers
12769,239,1,1143.6,Cant Lose Them,Churned
12770,211,1,1351.45,Cant Lose Them,Churned
12772,60,1,892.47,Others,Churned
12775,17,5,1386.04,Champions,
12778,20,6,822.23,Loyal Customers,
12779,38,8,3981.36,Loyal Customers,Frequent Buyers
12781,64,2,826.74,Others,
12782,5,5,2330.92,Champions,Frequent Buyers
12783,2,6,2225.91,Champions,Frequent Buyers
12784,9,2,574.42,New Customers,Regular
12785,364,1,311.95,Lost,Churned
12787,10,3,463.66,Potential Loyalists,Regular
12789,65,1,91.85,Others,Churned
12790,192,1,324.92,Lost,Churned
12791,374,1,192.60000000000002,Lost,Churned
12792,257,1,400.53999999999996,Lost,Churned
12793,335,2,545.48,Cant Lose Them,Churned
12794,53,2,860.41,Others,
12795,19,1,430.48,New Customers,Regular
12797,366,1,254.03,Lost,Churned
12798,10,3,6977.04,Loyal Customers,Frequent Buyers
12802,187,1,427.58,Lost,Churned
12808,37,3,483.65000000000003,Potential Loyalists,Regular
12809,178,1,489.31,Lost,Churned
12811,261,3,514.85,At Risk,Churned
12812,45,1,229.64000000000001,Others,Churned
12814,102,1,125.92,Lost,Churned
12815,148,2,1063.46,Cant Lose Them,
12816,96,2,572.2,Cant Lose Them,Churned
12817,281,1,166.04,Lost,Churned
12818,262,1,1542.08,Cant Lose Them,Churned
12820,3,4,942.34,Champions,Regular
12821,214,1,92.72,Lost,Churned
12822,71,2,948.88,Others,
12823,75,5,1759.5,At Risk,
12824,60,1,397.12,Others,Churned
12826,3,7,1474.72,Champions,Frequent Buyers
12827,6,3,430.15000000000003,Potential Loyalists,Regular
12828,3,6,1018.71,Champions,Frequent Buyers
12829,337,2,293.0,Lost,Churned
12830,38,6,6814.64,Loyal Customers,
12831,262,1,215.05,Lost,Churned
12832,32,2,383.03,New Customers,Regular
12833,145,1,417.38,Lost,Churned
12834,283,1,312.38,Lost,Churned
12836,59,4,2612.86,Loyal Customers,
12837,173,1,134.1,Lost,Churned
12838,34,2,683.13,Others,Regular
12839,3,14,5591.42,Champions,Frequent Buyers
12840,144,4,2726.77,At Risk,
12841,5,25,4022.35,Champions,Frequent Buyers
12842,70,2,1118.99,Others,
12843,66,8,1702.26,Loyal Customers,
12844,29,2,325.96000000000004,New Customers,Regular
12845,267,4,354.09,Others,Churned
12847,22,1,871.54,New Customers,Regular
12849,31,2,1050.8899999999999,New Customers,
12851,97,1,135.18,Lost,Churned
12852,295,1,311.55,Lost,Churned
12853,135,6,1957.1000000000001,At Risk,
12854,79,3,1324.5,At Risk,
12855,373,1,38.1,Lost,Churned
12856,8,6,2179.93,Champions,Frequent Buyers
12857,211,2,1106.4,Cant Lose Them,
12863,52,1,521.2,Others,Churned
12864,138,1,147.12,Lost,Churned
12865,26,2,1568.23,New Customers,
12866,283,1,559.12,Cant Lose Them,Churned
12867,26,7,4036.82,Champions,Frequent Buyers
12868,186,6,1607.0600000000002,At Risk,
12871,84,2,380.64,Lost,Churned
12872,327,2,599.97,Cant Lose Them,Churned
12873,282,1,374.0,Lost,Churned
12875,143,2,343.2300000000001,Lost,Churned
12876,58,2,2218.02,Others,
12877,4,12,1535.77,Champions,Frequent Buyers
12878,236,2,854.99,Cant Lose Them,Churned
12879,45,3,573.22,Loyal Customers,
12881,276,1,298.0,Lost,Churned
12882,9,2,1463.04,New Customers,Regular
12883,25,4,703.47,Loyal Customers,
12884,88,1,309.05,Lost,Churned
12885,63,3,1175.22,Loyal Customers,
12886,68,2,1378.4,Others,
12888,214,2,354.12,Lost,Churned
12890,24,1,380.46999999999997,New Customers,Regular
12891,186,3,331.0,Others,Churned
12893,31,1,188.14,New Customers,Regular
12895,42,2,372.8,Others,Regular
12897,205,2,216.5,Lost,Churned
12901,9,28,17654.54,Champions,Frequent Buyers
12902,265,1,138.68,Lost,Churned
12904,18,2,509.58,New Customers,Regular
12906,12,5,2919.81,Champions,Frequent Buyers
12908,176,2,750.0,Cant Lose Them,Churned
12909,40,5,2178.67,Loyal Customers,
12910,23,8,3075.04,Champions,Frequent Buyers
12912,3,5,1662.3,Champions,Frequent Buyers
12913,5,5,2483.63,Champions,Frequent Buyers
12915,149,2,363.65,Lost,Churned
12916,139,4,3006.15,At Risk,
12917,128,1,594.0,Cant Lose Them,Churned
12919,8,6,1335.19,Champions,Frequent Buyers
12920,17,1,164.23,New Customers,Regular
12921,9,37,16587.09,Champions,Frequent Buyers
12922,161,1,405.38,Lost,Churned
12923,64,1,176.97,Others,Churned
12924,88,4,933.7,At Risk,
12925,5,2,694.05,New Customers,Regular
12928,35,5,2062.7000000000003,Loyal Customers,
12929,312,1,117.85,Lost,Churned
12930,78,2,415.8,Lost,Churned
12931,22,15,42055.96,Champions,Frequent Buyers
12933,24,3,607.53,Loyal Customers,Regular
12935,2,7,2160.7,Champions,Frequent Buyers
12936,17,4,1063.9,Champions,
12937,15,4,1504.27,Champions,
12938,26,1,114.14,New Customers,Regular
12939,64,8,11581.8,Loyal Customers,Frequent Buyers
12940,55,2,913.54,Others,
12942,131,3,683.9,At Risk,
12944,36,2,604.51,Others,Regular
12945,288,1,462.95,Lost,Churned
12947,144,6,1603.99,At Risk,
12948,16,7,2064.95,Champions,Frequent Buyers
12949,31,8,4167.22,Champions,Frequent Buyers
12950,2,3,1843.0,Loyal Customers,Regular
12951,9,6,1064.07,Champions,Frequent Buyers
12952,6,4,1387.79,Champions,Regular
12953,10,1,329.85,New Customers,Regular
12955,1,11,4757.16,Champions,Frequent Buyers
12956,306,1,108.07,Lost,Churned
12957,10,8,4017.54,Champions,Frequent Buyers
12962,7,2,266.39,New Customers,Regular
12963,8,8,1856.63,Champions,Frequent Buyers
12965,89,1,771.91,Cant Lose Them,Churned
12966,10,1,160.18,New Customers,Regular
12967,358,2,1660.9,Cant Lose Them,
12968,112,1,135.95,Lost,Churned
12970,7,4,452.24,Potential Loyalists,Regular
12971,4,86,11189.91,Champions,Frequent Buyers
12974,198,1,144.8,Lost,Churned
12976,212,1,738.6,Cant Lose Them,Churned
12977,156,1,39.239999999999995,Lost,Churned
12980,158,9,7374.900000000001,At Risk,
12981,30,2,372.21999999999997,New Customers,Regular
12982,243,1,390.54,Lost,Churned
12984,19,1,97.5,New Customers,Regular
12985,1,2,1239.38,New Customers,Regular
12987,74,2,558.7,Cant Lose Them,Churned
12988,292,1,535.32,Cant Lose Them,Churned
12989,3,15,6924.110000000001,Champions,Frequent Buyers
12990,31,3,409.5,Potential Loyalists,Regular
12991,23,2,503.76,New Customers,Regular
12993,23,4,414.76,Potential Loyalists,Regular
12994,4,3,974.4200000000001,Loyal Customers,Regular
12995,85,1,211.32,Lost,Churned
12997,22,4,1226.89,Champions,
12999,196,3,455.88,Others,Churned
13000,107,3,534.85,At Risk,
13001,4,13,9818.82,Champions,Frequent Buyers
13002,318,1,120.94999999999999,Lost,Churned
13003,106,3,149.05,Others,Churned
13004,12,18,5655.91,Champions,Frequent Buyers
13005,174,2,513.7,Cant Lose Them,Churned
13006,56,1,81.57,Others,Churned
13008,323,1,229.46999999999997,Lost,Churned
13011,372,1,50.550000000000004,Lost,Churned
13012,9,8,1661.8400000000001,Champions,Frequent Buyers
13013,1,13,4810.9400000000005,Champions,Frequent Buyers
13014,11,10,3466.2799999999997,Champions,Frequent Buyers
13015,53,5,3346.28,Loyal Customers,
13016,73,3,789.89,At Risk,
13017,7,1,204.0,New Customers,Regular
13018,16,28,7277.7,Champions,Frequent Buyers
13021,4,9,2616.38,Champions,Frequent Buyers
13023,64,2,689.9,Others,
13026,1,5,975.36,Champions,Frequent Buyers
13027,114,6,6912.0,At Risk,
13028,23,2,661.3199999999999,New Customers,Regular
13029,31,3,1247.5,Loyal Customers,
13030,11,2,799.48,New Customers,Regular
13032,52,2,1010.18,Others,
13033,357,1,190.55,Lost,Churned
13034,55,2,642.77,Others,
13035,74,2,921.88,Cant Lose Them,
13037,138,3,881.07,At Risk,
13038,80,3,908.46,At Risk,
13040,9,2,676.99,New Customers,Regular
13043,273,1,516.42,Cant Lose Them,Churned
13044,291,1,560.47,Cant Lose Them,Churned
13045,99,1,305.28000000000003,Lost,Churned
13046,31,2,629.31,New Customers,Regular
13047,32,10,3237.54,Champions,Frequent Buyers
13048,14,4,1835.91,Champions,
13049,64,2,656.6800000000001,Others,
13050,15,17,5836.86,Champions,Frequent Buyers
13052,212,1,348.15000000000003,Lost,Churned
13055,78,3,1214.41,At Risk,
13058,25,3,271.40000000000003,Potential Loyalists,Regular
13059,250,1,183.4,Lost,Churned
13060,254,1,307.53,Lost,Churned
13061,72,1,248.61,Others,Churned
13062,191,1,346.98,Lost,Churned
13064,13,4,1119.49,Champions,
13065,373,1,205.86,Lost,Churned
13066,24,2,470.8,New Customers,Regular
13067,82,1,115.46000000000001,Lost,Churned
13068,10,2,344.0,New Customers,Regular
13069,1,24,4436.12,Champions,Frequent Buyers
13070,192,1,228.8,Lost,Churned
13072,267,1,177.15,Lost,Churned
13075,130,1,919.61,Cant Lose Them,Churned
13077,1,4,729.27,Loyal Customers,Regular
13078,3,26,12627.94,Champions,Frequent Buyers
13079,4,5,220.10000000000002,Potential Loyalists,Regular
13080,179,1,58.08,Lost,Churned
13081,12,11,28337.38,Champions,Frequent Buyers
13082,126,9,3613.63,At Risk,
13083,4,2,303.75,New Customers,Regular
13085,158,2,416.08000000000004,Lost,Churned
13089,3,97,58825.83,Champions,Frequent Buyers
13090,9,14,8910.82,Champions,Frequent Buyers
13091,28,1,345.82,New Customers,Regular
13092,71,5,477.83,Potential Loyalists,
13093,276,8,7832.47,At Risk,
13094,21,12,1927.3200000000002,Champions,Frequent Buyers
13095,71,1,74.39999999999999,Others,Churned
13097,33,10,6010.42,Champions,Frequent Buyers
13098,1,28,28882.44,Champions,Frequent Buyers
13099,99,1,207.35999999999999,Lost,Churned
13101,234,1,101.19,Lost,Churned
13102,1,24,6424.09,Champions,Frequent Buyers
13103,40,1,243.94,Others,Churned
13104,3,6,1098.48,Champions,Frequent Buyers
13106,133,1,76.5,Lost,Churned
13107,44,4,1531.6200000000001,Loyal Customers,
13108,373,1,350.06,Lost,Churned
13109,60,2,786.54,Others,
13110,31,7,1488.67,Champions,
13113,1,24,12245.960000000001,Champions,Frequent Buyers
13115,12,4,2294.78,Champions,
13116,138,1,501.14,Cant Lose Them,Churned
13117,22,8,984.91,Champions,
13118,20,5,1197.81,Champions,
13120,239,1,30.599999999999998,Lost,Churned
13121,269,1,283.73,Lost,Churned
13122,94,2,922.39,Cant Lose Them,
13124,90,3,3866.33,At Risk,
13126,5,8,2099.64,Champions,Frequent Buyers
13127,78,1,259.17,Lost,Churned
13130,94,1,64.0,Lost,Churned
13131,23,3,1073.3,Loyal Customers,
13132,262,1,77.3,Lost,Churned
13133,274,2,109.8,Lost,Churned
13134,86,4,1793.58,At Risk,
13135,197,1,3096.0,Cant Lose Them,
13136,56,5,2607.61,Loyal Customers,
13137,11,8,3650.41,Champions,Frequent Buyers
13138,22,6,962.39,Champions,
13139,16,7,5064.94,Champions,Frequent Buyers
13140,108,3,423.72,Others,Churned
13141,85,5,2388.75,At Risk,
13142,19,1,307.09,New Customers,Regular
13144,333,1,110.95,Lost,Churned
13145,40,4,618.52,Loyal Customers,
13146,26,1,228.91,New Customers,Regular
13147,10,4,712.8000000000001,Loyal Customers,Regular
13148,29,12,3707.12,Champions,Frequent Buyers
13149,14,4,1676.06,Champions,
13151,296,1,1257.8700000000001,Cant Lose Them,Churned
13153,6,1,486.22,New Customers,Regular
13155,33,4,971.76,Champions,
13157,49,4,1741.22,Loyal Customers,
13158,95,4,1201.06,At Risk,
13159,9,4,1437.85,Champions,Regular
13160,22,1,91.8,New Customers,Regular
13161,313,1,112.75,Lost,Churned
13162,122,4,1688.29,At Risk,
13165,46,2,1021.48,Others,
13166,283,1,417.2,Lost,Churned
13167,19,4,791.33,Loyal Customers,
13168,36,4,1319.19,Loyal Customers,
13169,64,2,712.88,Others,
13170,27,1,116.00999999999999,New Customers,Regular
13171,22,3,468.41,Potential Loyalists,Regular
13173,4,2,353.65,New Customers,Regular
13174,16,3,2817.03,Loyal Customers,
13176,46,1,492.84,Others,Churned
13177,65,1,282.45,Others,Churned
13178,26,11,5725.47,Champions,Frequent Buyers
13182,45,1,121.18,Others,Churned
13183,8,9,3957.78,Champions,Frequent Buyers
13184,15,10,1701.29,Champions,Frequent Buyers
13185,268,1,71.4,Lost,Churned
13186,40,3,1575.89,Loyal Customers,
13187,337,1,236.02,Lost,Churned
13188,11,1,114.60000000000001,New Customers,Regular
13189,19,2,260.68,New Customers,Regular
13192,95,2,911.94,Cant Lose Them,
13193,61,1,117.88,Others,Churned
13194,136,1,60.7,Lost,Churned
13196,11,4,1797.78,Champions,
13198,10,6,3401.2400000000002,Champions,Frequent Buyers
13199,4,38,9817.12,Champions,Frequent Buyers
13200,19,4,870.09,Loyal Customers,
13203,10,4,869.46,Loyal Customers,Regular
13207,15,2,250.26000000000002,New Customers,Regular
13208,59,6,1223.9,Loyal Customers,
13209,30,8,5891.61,Champions,Frequent Buyers
13210,94,1,353.48,Lost,Churned
